question,answer,llm_answer,is_correct
"Jordan picked 54 mangoes from his tree. One-third of the mangoes were ripe while the other two-thirds were not yet ripe. Jordan kept 16 unripe mangoes and gave the remainder to his sister who pickled them in glass jars. If it takes 4 mangoes to fill a jar, how many jars of pickled mangoes can Jordan's sister make?","Jordan picked 54/3 = <<54/3=18>>18 ripe mangoes.
He picked 54 - 18 = <<54-18=36>>36 unripe mangoes.
Jordan gave 36 - 16 = <<36-16=20>>20 unripe mangoes to his sister.
Jordan's sister can make 20/4 = <<20/4=5>>5 jars of pickled mangoes.
#### 5","Jordan picked 54 mangoes.
One-third of the mangoes were ripe.
Number of ripe mangoes = (1/3) * 54 = 18 mangoes.

The other two-thirds were not yet ripe.
Number of unripe mangoes = (2/3) * 54 = 36 mangoes.
Alternatively, Number of unripe mangoes = Total mangoes - Ripe mangoes = 54 - 18 = 36 mangoes.

Jordan kept 16 unripe mangoes.
The remainder of the unripe mangoes were given to his sister.
Number of unripe mangoes given to his sister = Total unripe mangoes - Mangoes Jordan kept
Number of unripe mangoes given to his sister = 36 - 16 = 20 mangoes.

It takes 4 mangoes to fill a jar.
The number of jars of pickled mangoes Jordan's sister can make is the total number of mangoes she received divided by the number of mangoes per jar.
Number of jars = (Number of unripe mangoes given to his sister) / (Mangoes per jar)
Number of jars = 20 / 4 = 5 jars.

####
5",True
"Yvonne brings a box of chocolates to school. Half have nuts and half do not. The students eat 80% of the ones with nuts and eat half of the ones without nuts. If there are 28 chocolates left, how many chocolates were in the box?","The ones with nuts that they ate was 40% of the box because 80% x .5 = 40%
The ones without nuts that they ate equaled 25% of the box because 50% x .5 = 25%
They ate 65% of the box because 40 + 25 = <<40+25=65>>65
They left 35% of the box because 100 - 65 = <<100-65=35>>35
The box had 80 chocolates because 28 / .35 = <<28/.35=80>>80
#### 80","Let $N$ be the number of chocolates with nuts and $W$ be the number of chocolates without nuts.
Since half of the chocolates have nuts and half do not, we have $N = W$.
Let $T$ be the total number of chocolates in the box. Then $T = N + W$.
Since $N = W$, we can write $T = N + N = 2N$ or $T = W + W = 2W$. This means $N = T/2$ and $W = T/2$.

The students eat 80% of the ones with nuts.
Number of chocolates with nuts eaten = $0.80 \times N$.
Number of chocolates with nuts left = $N - 0.80 \times N = 0.20 \times N$.

The students eat half of the ones without nuts.
Number of chocolates without nuts eaten = $0.50 \times W$.
Number of chocolates without nuts left = $W - 0.50 \times W = 0.50 \times W$.

The total number of chocolates left is 28.
So, (Number of chocolates with nuts left) + (Number of chocolates without nuts left) = 28.
$0.20 \times N + 0.50 \times W = 28$.

Since $N = W$, we can substitute $W$ with $N$ in the equation:
$0.20 \times N + 0.50 \times N = 28$.
Combine the terms with $N$:
$(0.20 + 0.50) \times N = 28$.
$0.70 \times N = 28$.

To find the value of $N$, divide both sides by 0.70:
$N = \frac{28}{0.70}$.
$N = \frac{28}{\frac{7}{10}}$.
$N = 28 \times \frac{10}{7}$.
$N = \frac{280}{7}$.
$N = 40$.

So, there were 40 chocolates with nuts.
Since $N = W$, there were also 40 chocolates without nuts.

The total number of chocolates in the box is $T = N + W$.
$T = 40 + 40$.
$T = 80$.

Let's check the answer:
Number of chocolates with nuts = 40.
Number of chocolates without nuts = 40.
Total chocolates = 80.

Chocolates with nuts eaten = 80% of 40 = $0.80 \times 40 = 32$.
Chocolates with nuts left = $40 - 32 = 8$.

Chocolates without nuts eaten = half of 40 = $0.50 \times 40 = 20$.
Chocolates without nuts left = $40 - 20 = 20$.

Total chocolates left = (chocolates with nuts left) + (chocolates without nuts left) = $8 + 20 = 28$.
This matches the given information.

####
80",True
"Scott has 7 pairs of shoes.  Anthony has 3 times as many pairs of shoes as Scott, and Jim has 2 less pairs than Anthony.  How many more pairs of shoes does Anthony have compared to Jim?","Anthony:7(3)=21
Jim:21-2=<<21-2=19>>19
Anthony has 21-19=<<21-19=2>>2 more pairs of shoes.
#### 2","Let S be the number of pairs of shoes Scott has.
Let A be the number of pairs of shoes Anthony has.
Let J be the number of pairs of shoes Jim has.

We are given that Scott has 7 pairs of shoes.
So, S = 7.

Anthony has 3 times as many pairs of shoes as Scott.
So, A = 3 * S.
Substitute the value of S into the equation for A:
A = 3 * 7
A = 21.

Jim has 2 less pairs than Anthony.
So, J = A - 2.
Substitute the value of A into the equation for J:
J = 21 - 2
J = 19.

We need to find how many more pairs of shoes Anthony has compared to Jim.
This means we need to find the difference between the number of shoes Anthony has and the number of shoes Jim has.
Difference = A - J.
Substitute the values of A and J into the equation for the difference:
Difference = 21 - 19
Difference = 2.

####
2",True
"Ian spent half the money he made on doing online surveys. If he worked 8 hours doing surveys and on average he's able to earn $18 per hour doing surveys, how much money does he have left?","Ian is able to earn $18 per hour doing surveys. If he worked 8 hours doing surveys, then he earned $18*8 = $<<18*8=144>>144
If he spent half of what he earned, then he spent $144 * 50% = $<<144*50*.01=72>>72
If Ian spent $72 of his earnings, then he has $144 - $72 = $<<72=72>>72 left
#### 72","Let's think step by step.
Ian worked 8 hours doing surveys.
On average, he earns $18 per hour doing surveys.
So, the total amount of money he made from doing surveys is the number of hours worked multiplied by his hourly rate.
Money made from surveys = 8 hours * $18/hour = $144.

Ian spent half the money he made on doing online surveys. This means he spent half of the money he earned from surveys.
Amount spent on surveys = (1/2) * Money made from surveys
Amount spent on surveys = (1/2) * $144 = $72.

The question asks how much money he has left. This implies we need to find the money he has remaining after spending.
Money left = Money made from surveys - Amount spent on surveys
Money left = $144 - $72 = $72.

Alternatively, if he spent half the money he made, then he has the other half left.
Money left = (1/2) * Money made from surveys
Money left = (1/2) * $144 = $72.

####
$72",True
John went on a mission that was supposed to take 5 days.  Instead it took 60% longer.  He then had to go on a second mission which took 3 days.  How long was he on missions?,"The first mission took 5*.6=<<5*.6=3>>3 days longer than anticipated
So it took 5+3=<<5+3=8>>8 days
That means the two missions took 8+3=<<8+3=11>>11 days
#### 11","Let's think step by step.

First, we need to calculate how much longer the first mission took.
The mission was supposed to take 5 days.
It took 60% longer.
To find 60% of 5 days, we can multiply 5 by 0.60:
0.60 * 5 days = 3 days

So, the first mission took 3 days longer than originally planned.

Next, we need to find the actual duration of the first mission.
Actual duration of the first mission = Original duration + Extra time
Actual duration of the first mission = 5 days + 3 days = 8 days

Now, we know the duration of the second mission.
The second mission took 3 days.

Finally, to find the total time John was on missions, we add the duration of the first mission and the duration of the second mission.
Total mission time = Duration of first mission + Duration of second mission
Total mission time = 8 days + 3 days = 11 days

####
11",True
"A movie ticket for an adult costs $8, and a child's ticket costs $3. One adult is taking a group of children to the movies. She has $35. How many children can she take with her to the movies?","Let X be the number of children the adult can take with her. She has $35, so she could buy one ticket for her and the rest for the children.
So she has $35 - $8 = $<<35-8=27>>27 left for children.
She could take $27 / $3/child = <<27/3=9>>9 children with her.
#### 9","Let $A$ be the cost of an adult ticket and $C$ be the cost of a child's ticket.
We are given that $A = \$8$ and $C = \$3$.
Let $n$ be the number of children the adult can take with her.
The total cost for the adult and $n$ children is the cost of the adult ticket plus the cost of $n$ child tickets.
Total cost = Cost of adult ticket + (Number of children * Cost of child ticket)
Total cost = $A + n \times C$
Total cost = $8 + n \times 3$
The adult has $35 to spend. So, the total cost must be less than or equal to $35.
$8 + 3n \le 35$
To find the maximum number of children, we need to solve this inequality for $n$.
First, subtract 8 from both sides of the inequality:
$3n \le 35 - 8$
$3n \le 27$
Now, divide both sides by 3:
$n \le \frac{27}{3}$
$n \le 9$
Since the number of children must be a whole number, the maximum number of children the adult can take is 9.

####
9",True
"Mary has 5 green crayons and 8 blue crayons of different shades. If she gives out 3 green crayons and 1 blue crayon to Becky, how many crayons does she have left?","She had 5+8 = <<5+8=13>>13 crayons to start with
She gave out 3+1 = <<3+1=4>>4 crayons to Becky
She will have 13-4 = <<13-4=9>>9 crayons left
#### 9","Let's think step by step.
Mary starts with 5 green crayons and 8 blue crayons.
The total number of crayons Mary has initially is the sum of her green and blue crayons:
Initial green crayons = 5
Initial blue crayons = 8
Total initial crayons = 5 + 8 = 13 crayons.

Mary gives out 3 green crayons and 1 blue crayon to Becky.
Number of green crayons given out = 3
Number of blue crayons given out = 1
Total number of crayons given out = 3 + 1 = 4 crayons.

To find out how many crayons Mary has left, we subtract the total number of crayons given out from the total number of crayons she started with.
Crayons left = Total initial crayons - Total crayons given out
Crayons left = 13 - 4 = 9 crayons.

Alternatively, we can calculate the remaining green and blue crayons separately.
Green crayons left = Initial green crayons - Green crayons given out
Green crayons left = 5 - 3 = 2 green crayons.

Blue crayons left = Initial blue crayons - Blue crayons given out
Blue crayons left = 8 - 1 = 7 blue crayons.

Total crayons left = Green crayons left + Blue crayons left
Total crayons left = 2 + 7 = 9 crayons.

####
9",True
"Aaron has four times as many cows as does Matthews. Together, they have 30 more cows than Marovich. If Matthews has 60 cows, how many cows do the three have altogether?","If Matthews has 60 cows, Aaron has 4*60 = 240 cows.
Together, Aaron and Matthews have 240+60 = <<240+60=300>>300 cows.
Since Marovich has 30 fewer cows than the combined number of cows that Aaron and Matthews have, Marovich has 300-30 = <<300-30=270>>270 cows.
Altogether, the three have 270+300 = <<270+300=570>>570 cows
#### 570","Let A be the number of cows Aaron has.
Let M be the number of cows Matthews has.
Let R be the number of cows Marovich has.

We are given that Aaron has four times as many cows as Matthews.
So, A = 4 * M

We are given that Matthews has 60 cows.
So, M = 60

Now we can find the number of cows Aaron has:
A = 4 * 60
A = 240

We are given that together, Aaron and Matthews have 30 more cows than Marovich.
So, A + M = R + 30

We know A = 240 and M = 60. Let's substitute these values into the equation:
240 + 60 = R + 30
300 = R + 30

Now we can solve for R:
R = 300 - 30
R = 270

The question asks for the total number of cows the three have altogether. This means we need to find A + M + R.
Total cows = A + M + R
Total cows = 240 + 60 + 270
Total cows = 300 + 270
Total cows = 570

####
570",True
"Owen bred 21 turtles, and Johanna has 5 fewer turtles than Owen. After 1 month, Owen has twice as many turtles as before and Johanna loses half of her turtles and donates the rest to Owen. How many turtles did Owen have?","Johanna had 21 turtles - 5 turtles = <<21-5=16>>16 turtles.
After 1 month, Owen was left with 21 turtles * 2 = <<21*2=42>>42 turtles.
After 1 month, Johanna was left with 16 turtles / 2 = <<16/2=8>>8 turtles.
After Johanna's donation, Owen was left with 42 turtles + 8 turtles = <<42+8=50>>50 turtles.
#### 50","Here's how to solve the problem step-by-step:

1.  **Find out how many turtles Johanna has initially:**
    Owen has 21 turtles.
    Johanna has 5 fewer turtles than Owen.
    So, Johanna has 21 - 5 = 16 turtles.

2.  **Calculate Owen's turtles after 1 month:**
    Owen had 21 turtles.
    After 1 month, Owen has twice as many turtles as before.
    So, Owen now has 21 * 2 = 42 turtles.

3.  **Calculate how many turtles Johanna loses:**
    Johanna had 16 turtles.
    She loses half of her turtles.
    So, Johanna loses 16 / 2 = 8 turtles.

4.  **Calculate how many turtles Johanna has left to donate:**
    Johanna had 16 turtles and lost 8.
    So, she has 16 - 8 = 8 turtles remaining.

5.  **Calculate how many turtles Owen has after receiving Johanna's donation:**
    Owen had 42 turtles after his own increase.
    Johanna donates her remaining 8 turtles to Owen.
    So, Owen now has 42 + 8 = 50 turtles.

####
50",True
"To try to get the class to eat more vegetables, the teacher says that she will start giving them good character points that the class can redeem for a movie day if they earn enough. The students need to earn 200 points to win the movie day. Each time a student eats their vegetables at lunch she gives the student 2 points. There are 25 students in the class. If they have two school weeks, otherwise known as 10 days to win the movie, what is the average number of vegetables each student must eat per school week to get a movie day?","The students need eat 100 vegetables in total because 200 / 2 = <<200/2=100>>100
Each student needs to eat on average 4 vegetables because 100 / 25 = <<100/25=4>>4
Each student needs to eat 2 vegetables per school week because 4 / 2 = <<4/2=2>>2
#### 2","The class needs to earn a total of 200 points to win a movie day.
There are 25 students in the class.
Each student earns 2 points for eating their vegetables at lunch.
The time frame to earn these points is two school weeks, which is equivalent to 10 school days.

First, let's determine the total number of points needed per day for the entire class.
Total points needed = 200 points
Number of days = 10 days
Points needed per day = Total points needed / Number of days
Points needed per day = 200 points / 10 days = 20 points per day.

Next, let's determine how many students need to eat their vegetables each day to earn these 20 points.
Points earned per student per vegetable serving = 2 points
Number of students who need to eat vegetables per day = Points needed per day / Points earned per student per vegetable serving
Number of students who need to eat vegetables per day = 20 points / 2 points/student = 10 students.

This means that on average, 10 students need to eat their vegetables each day for the class to reach its goal.

Now, let's consider the question asking for the average number of vegetables each student must eat *per school week*.
There are 25 students in the class.
There are 5 school days in a school week.
So, there are 25 students * 5 days/week = 125 student-days in a school week.

We know that the class needs to earn 20 points per day.
Over a school week (5 days), the total points needed are 20 points/day * 5 days/week = 100 points per school week.

Now, let's figure out how many vegetable servings are needed in total per school week.
Total points needed per school week = 100 points
Points per vegetable serving = 2 points
Total vegetable servings needed per school week = Total points needed per school week / Points per vegetable serving
Total vegetable servings needed per school week = 100 points / 2 points/serving = 50 servings per school week.

Finally, we need to find the average number of vegetables each student must eat per school week.
Total vegetable servings needed per school week = 50 servings
Number of students = 25 students
Average number of vegetables per student per school week = Total vegetable servings needed per school week / Number of students
Average number of vegetables per student per school week = 50 servings / 25 students = 2 servings per student per school week.

Let's double check this.
If each of the 25 students eats 2 vegetables per week, that's 25 students * 2 servings/student = 50 servings per week.
Each serving gives 2 points, so 50 servings * 2 points/serving = 100 points per week.
Over two weeks, that's 100 points/week * 2 weeks = 200 points. This matches the goal.

####
2",True
"After uploading her video to Youtube, Kallie received 4000 views on the first day. When she checked her channel 4 days later, she realized that the number of views had increased by a number ten times more than the views on the first day. If 50000 more people viewed the video after another two days, determine the number of views the video had gained on Youtube?","If the number of views on the first day was 4000, the video's views on Youtube increased by 10*4000= 40000 after four days.
The total number of views of the video on Youtube after four days was 40000+4000 = <<40000+4000=44000>>44000
If 50000 more people viewed the video, the total number of views that the Youtube video had is 44000+50000 = 94000
#### 94000","Let $V_1$ be the number of views on the first day.
We are given that $V_1 = 4000$.

After 4 days, the number of views increased by a number ten times more than the views on the first day.
The increase in views after 4 days is $10 \times V_1 = 10 \times 4000 = 40000$.
So, the total number of views after 4 days is $V_1 + 40000 = 4000 + 40000 = 44000$.

After another two days (which is a total of $4 + 2 = 6$ days from the start), 50000 more people viewed the video.
This means the number of views increased by an additional 50000.
The total number of views after these additional two days is the number of views after 4 days plus the additional views: $44000 + 50000 = 94000$.

The question asks to determine the number of views the video had gained on Youtube. This implies the total number of views accumulated.

Let's re-read the question carefully: ""determine the number of views the video had gained on Youtube?"" This phrasing can be interpreted in two ways:
1. The total number of views the video has at the end of the described period.
2. The total increase in views from the initial state.

Let's assume the question is asking for the total number of views at the end of the described period.

Initial views (Day 1): 4000
Increase after 4 days: $10 \times 4000 = 40000$
Total views after 4 days: $4000 + 40000 = 44000$
Additional views after another 2 days: 50000
Total views after $4+2=6$ days: $44000 + 50000 = 94000$

If the question is asking for the total gain in views from the initial state:
Total views at the end = 94000
Initial views = 4000
Total gain = Total views at the end - Initial views = $94000 - 4000 = 90000$.

However, the phrasing ""number of views the video had gained on Youtube"" usually refers to the total accumulated views. Let's consider the wording again. ""Kallie received 4000 views on the first day."" This is the starting point. ""the number of views had increased by a number ten times more than the views on the first day."" This means the *increase* was $10 \times 4000$. ""If 50000 more people viewed the video after another two days"". This is another *increase*.

Let's break down the gains:
Gain on the first day = 4000 views.
Gain in the next 4 days = $10 \times 4000 = 40000$ views.
Gain in the subsequent 2 days = 50000 views.

The total number of views gained on Youtube is the sum of all these gains.
Total gained views = Views on the first day + Increase in the next 4 days + Increase in the subsequent 2 days.
Total gained views = $4000 + 40000 + 50000 = 94000$.

This interpretation aligns with the idea of ""gained views"" as the total accumulation.

Let's re-verify the interpretation of ""increased by a number ten times more than the views on the first day"".
If the views on the first day were $X$, and the increase was ""ten times more than $X$"", it means the increase is $10X$.
So, the total views after this increase would be $X + 10X = 11X$.
In our case, $X = 4000$.
So, the increase was $10 \times 4000 = 40000$.
The total views after this increase would be $4000 + 40000 = 44000$. This matches our previous calculation.

The second part states ""50000 more people viewed the video after another two days"". This is a direct addition of views.
So, the total views become $44000 + 50000 = 94000$.

The question asks for ""the number of views the video had gained on Youtube"". This refers to the total number of views accumulated.

Step 1: Identify the initial number of views.
The video received 4000 views on the first day.

Step 2: Calculate the increase in views after 4 days.
The number of views increased by a number ten times more than the views on the first day.
Increase = $10 \times 4000 = 40000$ views.

Step 3: Calculate the total number of views after the first increase.
Total views after 4 days = Initial views + Increase
Total views after 4 days = $4000 + 40000 = 44000$ views.

Step 4: Calculate the additional increase in views after another two days.
50000 more people viewed the video.
Additional increase = 50000 views.

Step 5: Calculate the final total number of views.
Final total views = Total views after 4 days + Additional increase
Final total views = $44000 + 50000 = 94000$ views.

The number of views the video had gained on Youtube is the total number of views accumulated.

####
94000",True
John and Sam were hungry so they ordered an extra-large pizza that was pre-sliced into 12 pieces.  John ate 3 slices while Sam ate twice the amount that John ate.  How many slices of pizza were left?,"Sam had twice the amount of John so Sam ate 3*2 = <<3*2=6>>6 slices
Together, they ate 3+6 = <<3+6=9>>9 slices
1 pizza has 12 slices. 9 slices were eaten so 12-9= <<12-9=3>>3 slices left.
#### 3","Let's think step by step.
The pizza was pre-sliced into 12 pieces.
John ate 3 slices.
Sam ate twice the amount that John ate. So, Sam ate $2 \times 3 = 6$ slices.
The total number of slices eaten by John and Sam is the sum of the slices John ate and the slices Sam ate.
Total slices eaten = Slices John ate + Slices Sam ate
Total slices eaten = $3 + 6 = 9$ slices.
To find the number of slices left, we subtract the total slices eaten from the initial number of slices.
Slices left = Initial slices - Total slices eaten
Slices left = $12 - 9 = 3$ slices.

####
3",True
"A hot dog stand sells 10 hot dogs every hour, each one selling for $2.  How many hours does the stand need to run to make $200 in sales?","First, we find out how much in sales the stand makes each hour by multiplying the number of hot dogs sold by the sales price, finding that 2*10=<<2*10=20>>20 dollars in sales each hour.
Then we divide the sales goal for the day by the sales per hour, finding that the stand needs to be open for 200/20= <<200/20=10>>10 hours to hit its sales goal.
#### 10","Let's think step by step.
The hot dog stand sells 10 hot dogs every hour.
Each hot dog sells for $2.
So, the amount of money the stand makes per hour is the number of hot dogs sold per hour multiplied by the price per hot dog.
Money made per hour = 10 hot dogs/hour * $2/hot dog = $20/hour.

The stand wants to make a total of $200 in sales.
To find out how many hours the stand needs to run, we divide the total desired sales by the amount of money made per hour.
Number of hours = Total sales / Money made per hour
Number of hours = $200 / $20/hour

Number of hours = 10 hours.

####
10",True
"Reggie and his brother are having a basketball shooting contest. They each get to take 10 shots. Layups are worth 1 point, free throws are worth 2 points, and anything further away is worth 3 points. Reggie makes 3 layups, two free throws, and one long shot. His brother only shoots long shots and makes 4 of them. How many points does Reggie lose by?","Reggie makes 3 points off layups because 3 x 1 = <<3*1=3>>3
Reggie makes 4 points off free-throws because 2 x 2 = <<2*2=4>>4
Reggie makes 3 points off long shots because 1 x 3 = <<1*3=3>>3
Reggie scores 10 points because 3 + 4 + 3 =<<3+4+3=10>>10
His brother scores 12 points because 4 x 3 = <<4*3=12>>12
Reggie loses by 2 because 12 - 10 = <<12-10=2>>2
#### 2","Let's think step by step.

First, we need to calculate Reggie's total score.
Reggie makes 3 layups, and layups are worth 1 point each. So, Reggie gets $3 \times 1 = 3$ points from layups.
Reggie makes two free throws, and free throws are worth 2 points each. So, Reggie gets $2 \times 2 = 4$ points from free throws.
Reggie makes one long shot, and long shots are worth 3 points each. So, Reggie gets $1 \times 3 = 3$ points from long shots.
Reggie's total score is the sum of points from layups, free throws, and long shots: $3 + 4 + 3 = 10$ points.

Next, we need to calculate his brother's total score.
His brother only shoots long shots and makes 4 of them. Long shots are worth 3 points each.
So, his brother's total score is $4 \times 3 = 12$ points.

Finally, we need to find out how many points Reggie loses by. This means we need to find the difference between his brother's score and Reggie's score.
Difference = Brother's score - Reggie's score
Difference = $12 - 10 = 2$ points.

Reggie loses by 2 points.

####
2",True
"Ms. Jones got thank you cards from 30% of her class. 1/3 of these contained a gift card for $10. If she got $50 in gift cards, how many students were in her class?","She got 5 gift cards because 50 / 10 = <<50/10=5>>5
She got 15 thank you cards because 5 / (1/3) = <<5/(1/3)=15>>15
She has 50 students because 15 / .3 = <<15/.3=50>>50
#### 50","Let $C$ be the total number of students in Ms. Jones's class.
The number of students who sent thank you cards is 30% of the class, which can be written as $0.30 \times C$.

Out of these students who sent thank you cards, 1/3 of them contained a gift card for $10.
So, the number of students who sent a thank you card with a gift card is $\frac{1}{3} \times (0.30 \times C)$.

The value of each gift card is $10.
The total amount of money Ms. Jones received in gift cards is $50.

We can set up an equation to represent the total value of the gift cards:
(Number of students with gift cards) $\times$ (Value of each gift card) = Total gift card money

So, we have:
$(\frac{1}{3} \times 0.30 \times C) \times 10 = 50$

Now, let's solve for $C$:
First, simplify the expression inside the parentheses:
$\frac{1}{3} \times 0.30 = \frac{0.30}{3} = 0.10$

So the equation becomes:
$(0.10 \times C) \times 10 = 50$

Multiply $0.10$ by $10$:
$1.0 \times C = 50$
$C = 50$

Let's double check the answer.
If there are 50 students in the class:
Number of students who sent thank you cards = 30% of 50 = $0.30 \times 50 = 15$ students.
Number of students who sent a thank you card with a gift card = 1/3 of 15 = $\frac{1}{3} \times 15 = 5$ students.
Total value of gift cards = 5 students $\times$ $10/student = $50.
This matches the information given in the problem.

####
50",True
"Martin went on an eight-hour business trip. During the first half of the trip, he traveled at a speed of 70 kilometers per hour and during the second half at a speed of 85 kilometers per hour. How many kilometers did he travel during the journey?","Half of the trip lasts for 8 * 0.5 = <<8*0.5=4>>4 hours.
During the first half, Martin did 4 * 70 = <<4*70=280>>280 kilometers.
And during the second half 4 * 85 = <<4*85=340>>340 kilometers.
In total Martin traveled 280 + 340 = <<280+340=620>>620 kilometers during his business trip.
#### 620","The total duration of the business trip is 8 hours.
The trip is divided into two halves, so each half lasts for $8 \text{ hours} / 2 = 4 \text{ hours}$.

In the first half of the trip, Martin traveled at a speed of 70 kilometers per hour for 4 hours.
The distance traveled in the first half is given by the formula: distance = speed × time.
Distance in the first half = $70 \text{ km/h} \times 4 \text{ h} = 280 \text{ km}$.

In the second half of the trip, Martin traveled at a speed of 85 kilometers per hour for 4 hours.
The distance traveled in the second half is given by the formula: distance = speed × time.
Distance in the second half = $85 \text{ km/h} \times 4 \text{ h} = 340 \text{ km}$.

The total distance Martin traveled during the journey is the sum of the distances traveled in the first and second halves.
Total distance = Distance in the first half + Distance in the second half.
Total distance = $280 \text{ km} + 340 \text{ km} = 620 \text{ km}$.

####
620",True
"The Jacksonville Walmart normally gets 120 customer complaints per day. That number increases by 1/3rd when they're short-staffed and this increases by another 20% when the self-checkout is broken. If the store was short-staffed and the self-checkout was broken for 3 days, how many complaints does the store get?","First find the number of complaints per day when the store is short-staffed: 120 complaints/day * 4/3 = <<120*4/3=160>>160 complaints/day
Then find the number of complaints per day when the self-checkout is broken and they're short-staffed: 160 complaints/day * 1.2 = <<160*1.2=192>>192 complaints/day
Then multiply the number of complaints per day by the number of days to find the total number of complaints: 192 complaints/day * 3 days = <<192*3=576>>576 complaints
#### 576","Let $C$ be the normal number of customer complaints per day.
We are given that $C = 120$.

When the store is short-staffed, the number of complaints increases by 1/3rd.
The increase in complaints is $\frac{1}{3} \times C = \frac{1}{3} \times 120 = 40$.
So, the number of complaints when short-staffed is $C + \text{increase} = 120 + 40 = 160$.

Alternatively, an increase of 1/3rd means the new number of complaints is $1 + \frac{1}{3} = \frac{4}{3}$ times the original number.
Number of complaints when short-staffed = $\frac{4}{3} \times 120 = 4 \times 40 = 160$.

When the self-checkout is broken, this number (160) increases by another 20%.
The increase in complaints due to the broken self-checkout is $20\%$ of 160.
Increase = $0.20 \times 160 = 32$.
So, the number of complaints when short-staffed and the self-checkout is broken is $160 + 32 = 192$.

Alternatively, an increase of 20% means the new number of complaints is $100\% + 20\% = 120\%$ of the previous number.
Number of complaints when short-staffed and self-checkout broken = $1.20 \times 160 = 192$.

This situation (short-staffed and self-checkout broken) occurred for 3 days.
The total number of complaints over these 3 days is the number of complaints per day multiplied by the number of days.
Total complaints = $192 \times 3$.

$192 \times 3 = (100 + 90 + 2) \times 3 = 100 \times 3 + 90 \times 3 + 2 \times 3 = 300 + 270 + 6 = 576$.

####
576",True
You draw a rectangle that is 7 inches wide. It is 4 times as long as it is wide. What is the area of the rectangle?,"The length of the rectangle is 4 * 7 inches = <<4*7=28>>28 inches.
The area of the rectangle is 7 inches * 28 inches = <<7*28=196>>196 square inches.
#### 196","Let the width of the rectangle be $w$ and the length of the rectangle be $l$.
We are given that the width of the rectangle is 7 inches. So, $w = 7$ inches.
We are also given that the rectangle is 4 times as long as it is wide. This means $l = 4 \times w$.
Substituting the value of $w$, we get $l = 4 \times 7$ inches.
Calculating the length, $l = 28$ inches.
The area of a rectangle is given by the formula $A = \text{length} \times \text{width}$.
So, $A = l \times w$.
Substituting the values of $l$ and $w$, we get $A = 28 \text{ inches} \times 7 \text{ inches}$.
Calculating the area, $A = 196$ square inches.

####
196",True
A bathroom has 10 6 inch tiles along its width and 20 6 inch tiles along its length.  What is the square footage of the bathroom?,"There are 10 tiles that are 6 inches long running the width of the bathroom so it is 10*6 = <<10*6=60>>60 inches long
There are 12 inches in a foot and it’s 60 inches wide so it is 60/12 = 5 feet wide
There are 20 tiles that are 6 inches long running the length of the bathroom so it’s 20*6 = <<20*6=120>>120 inches long
There are 12 inches in a foot and it’s 120 inches long so it is 120/12 = <<120/12=10>>10 feet wide
The square footage is l x w so the bathroom has 10*5 = <<10*5=50>>50 sq feet
#### 50","The bathroom has 10 tiles along its width and 20 tiles along its length. Each tile is 6 inches by 6 inches.

First, let's find the width of the bathroom in inches.
Width in inches = Number of tiles along width × Size of each tile along width
Width in inches = 10 tiles × 6 inches/tile = 60 inches

Next, let's find the length of the bathroom in inches.
Length in inches = Number of tiles along length × Size of each tile along length
Length in inches = 20 tiles × 6 inches/tile = 120 inches

Now, we need to convert these dimensions from inches to feet, because the question asks for the area in square footage. There are 12 inches in 1 foot.

Width in feet = Width in inches / 12 inches/foot
Width in feet = 60 inches / 12 inches/foot = 5 feet

Length in feet = Length in inches / 12 inches/foot
Length in feet = 120 inches / 12 inches/foot = 10 feet

Finally, we can calculate the area of the bathroom in square feet.
Area in square feet = Width in feet × Length in feet
Area in square feet = 5 feet × 10 feet = 50 square feet

####
50",True
"Ral is twice as old as Suri. In 3 years, Suri's current age will be 16. What is Ral's current age?","If Suri will be 16 in 3 years, that means she is 16 - 3 = <<16-3=13>>13 years old now.
Rai is twice as old as Suri, so she is 2 * 13 = <<2*13=26>>26 years old now.
#### 26","Let R be Ral's current age and S be Suri's current age.

We are given two pieces of information:
1. Ral is twice as old as Suri. This can be written as an equation:
   R = 2S

2. In 3 years, Suri's current age will be 16. This statement is a bit confusingly worded. It likely means that Suri's age in 3 years will be 16. Let's interpret it as:
   S + 3 = 16

Now we can solve for Suri's current age (S) using the second equation:
S + 3 = 16
Subtract 3 from both sides:
S = 16 - 3
S = 13

So, Suri's current age is 13 years old.

Now we can use the first equation to find Ral's current age (R):
R = 2S
Substitute the value of S we found:
R = 2 * 13
R = 26

Therefore, Ral's current age is 26 years old.

####
26",True
